application,year,value,country,program_type,program_name,unit,currency
Internal operations,2009,5.130969731941458,Czech Republic,Civil,ESA,million,USD
Telecommunications,2009,1.140215495986991,Czech Republic,Civil,ESA,million,USD
Navigation,2009,0.1425269369983738,Czech Republic,Civil,ESA,million,USD
Earth Observation,2009,0.1425269369983738,Czech Republic,Civil,ESA,million,USD
Meteorology,2009,5.245764045533233e-05,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2009,2.850538739967476,Czech Republic,Civil,ESA,million,USD
Technology,2009,5.245764045533233e-05,Czech Republic,Civil,ESA,million,USD
Human Spaceflight,2009,0.4196611236426586,Czech Republic,Civil,ESA,million,USD
Launch vehicles,2009,5.245764045533233e-05,Czech Republic,Civil,ESA,million,USD
Space security,2009,5.245764045533233e-05,Czech Republic,Civil,ESA,million,USD
Other,2009,5.245764045533233e-05,Czech Republic,Civil,ESA,million,USD
Internal operations,2010,5.473363946958491,Czech Republic,Civil,ESA,million,USD
Telecommunications,2010,3.337417040828348,Czech Republic,Civil,ESA,million,USD
Navigation,2010,0.5339867265325356,Czech Republic,Civil,ESA,million,USD
Earth Observation,2010,1.334966816331339,Czech Republic,Civil,ESA,million,USD
Meteorology,2010,0.1334966816331339,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2010,3.07042367756208,Czech Republic,Civil,ESA,million,USD
Human Spaceflight,2010,1.067973453065071,Czech Republic,Civil,ESA,million,USD
Internal operations,2011,5.264446030120959,Czech Republic,Civil,ESA,million,USD
Telecommunications,2011,2.708059717956407,Czech Republic,Civil,ESA,million,USD
Navigation,2011,0.02481928458412186,Czech Republic,Civil,ESA,million,USD
Earth Observation,2011,1.293360496661461,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2011,3.579492376687797,Czech Republic,Civil,ESA,million,USD
Technology,2011,0.4288220836478832,Czech Republic,Civil,ESA,million,USD
Human Spaceflight,2011,0.9031461890333232,Czech Republic,Civil,ESA,million,USD
Launch vehicles,2011,0.1833869360937893,Czech Republic,Civil,ESA,million,USD
Internal operations,2012,6.282211722640787,Czech Republic,Civil,ESA,million,USD
Telecommunications,2012,0.5846303154131018,Czech Republic,Civil,ESA,million,USD
Navigation,2012,0.02948793257566084,Czech Republic,Civil,ESA,million,USD
Earth Observation,2012,1.217979823777295,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2012,4.615502490103435,Czech Republic,Civil,ESA,million,USD
Technology,2012,1.794917635040225,Czech Republic,Civil,ESA,million,USD
Launch vehicles,2012,0.2269288724300856,Czech Republic,Civil,ESA,million,USD
Internal operations,2013,6.549319455634,Czech Republic,Civil,ESA,million,USD
Telecommunications,2013,1.426120008790745,Czech Republic,Civil,ESA,million,USD
Navigation,2013,0.1412323792295815,Czech Republic,Civil,ESA,million,USD
Earth Observation,2013,2.090280090276309,Czech Republic,Civil,ESA,million,USD
Meteorology,2013,0.3950316656381673,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2013,3.862940618580448,Czech Republic,Civil,ESA,million,USD
Technology,2013,2.364978089819808,Czech Republic,Civil,ESA,million,USD
Human Spaceflight,2013,0.8413137207000936,Czech Republic,Civil,ESA,million,USD
Launch vehicles,2013,0.08890895074510555,Czech Republic,Civil,ESA,million,USD
Space security,2013,0.1661166660185851,Czech Republic,Civil,ESA,million,USD
Internal operations,2014,6.643960014452608,Czech Republic,Civil,ESA,million,USD
Telecommunications,2014,1.049066602432856,Czech Republic,Civil,ESA,million,USD
Navigation,2014,0.3192580994821149,Czech Republic,Civil,ESA,million,USD
Earth Observation,2014,1.185691918583644,Czech Republic,Civil,ESA,million,USD
Meteorology,2014,0.8001927014332169,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2014,2.001541611465735,Czech Republic,Civil,ESA,million,USD
Technology,2014,3.260363723955197,Czech Republic,Civil,ESA,million,USD
Human Spaceflight,2014,0.3705166807178129,Czech Republic,Civil,ESA,million,USD
Launch vehicles,2014,0.6345658195832832,Czech Republic,Civil,ESA,million,USD
Space security,2014,0.1528122365410093,Czech Republic,Civil,ESA,million,USD
Internal operations,2015,3.146501346613141,Czech Republic,Civil,ESA,million,USD
Telecommunications,2015,0.9919203211545302,Czech Republic,Civil,ESA,million,USD
Navigation,2015,0.1085421007164998,Czech Republic,Civil,ESA,million,USD
Earth Observation,2015,1.166725951521927,Czech Republic,Civil,ESA,million,USD
Meteorology,2015,0.6667005437268153,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2015,6.227958737740739,Czech Republic,Civil,ESA,million,USD
Technology,2015,2.683063163778647,Czech Republic,Civil,ESA,million,USD
Launch vehicles,2015,0.4918949133594187,Czech Republic,Civil,ESA,million,USD
Space security,2015,0.2195233497637075,Czech Republic,Civil,ESA,million,USD
Internal operations,2016,3.109666861798262,Czech Republic,Civil,ESA,million,USD
Telecommunications,2016,1.595750100133319,Czech Republic,Civil,ESA,million,USD
Navigation,2016,0.05728333692786272,Czech Republic,Civil,ESA,million,USD
Earth Observation,2016,1.149758405480673,Czech Republic,Civil,ESA,million,USD
Meteorology,2016,1.906716786313145,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2016,6.16614205359208,Czech Republic,Civil,ESA,million,USD
Technology,2016,2.279058476344253,Czech Republic,Civil,ESA,million,USD
Launch vehicles,2016,0.7815083823729844,Czech Republic,Civil,ESA,million,USD
Space security,2016,0.1882166784772632,Czech Republic,Civil,ESA,million,USD
Internal operations,2017,3.204991677907409,Czech Republic,Civil,ESA,million,USD
Telecommunications,2017,8.118125258480703,Czech Republic,Civil,ESA,million,USD
Navigation,2017,2.321396173302366,Czech Republic,Civil,ESA,million,USD
Earth Observation,2017,2.281954976183151,Czech Republic,Civil,ESA,million,USD
Meteorology,2017,0.4225842548487317,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2017,6.609217745834164,Czech Republic,Civil,ESA,million,USD
Technology,2017,4.825348744699385,Czech Republic,Civil,ESA,million,USD
Launch vehicles,2017,8.613957450836548,Czech Republic,Civil,ESA,million,USD
Space security,2017,0.4530103211978405,Czech Republic,Civil,ESA,million,USD
Internal operations,2018,3.020406875389482,Czech Republic,Civil,ESA,million,USD
Telecommunications,2018,7.785692311333033,Czech Republic,Civil,ESA,million,USD
Navigation,2018,0.06986726346832364,Czech Republic,Civil,ESA,million,USD
Earth Observation,2018,1.948395137689219,Czech Republic,Civil,ESA,million,USD
Meteorology,2018,0.5600649990928525,Czech Republic,Civil,ESA,million,USD
Space Science and exploration,2018,6.414265542930616,Czech Republic,Civil,ESA,million,USD
Technology,2018,6.330875583307133,Czech Republic,Civil,ESA,million,USD
Launch vehicles,2018,10.01355650289555,Czech Republic,Civil,ESA,million,USD
Space security,2018,0.5127355625497946,Czech Republic,Civil,ESA,million,USD
Internal operations,1999,27.23530153779113,Denmark,Civil,ESA,million,USD
Internal operations,2000,23.25827672994567,Denmark,Civil,ESA,million,USD
Internal operations,2001,23.66987042968745,Denmark,Civil,ESA,million,USD
Internal operations,2002,26.28340937999781,Denmark,Civil,ESA,million,USD
Internal operations,2003,31.11872735638214,Denmark,Civil,ESA,million,USD
Internal operations,2004,30.0614732926093,Denmark,Civil,ESA,million,USD
Internal operations,2005,30.39898881257181,Denmark,Civil,ESA,million,USD
Internal operations,2006,31.21017801572549,Denmark,Civil,ESA,million,USD
Internal operations,2007,34.16793097196191,Denmark,Civil,ESA,million,USD
Internal operations,2008,6.25719503873086,Denmark,Civil,ESA,million,USD
Telecommunications,2008,1.000366604938163,Denmark,Civil,ESA,million,USD
Navigation,2008,3.805316105058893,Denmark,Civil,ESA,million,USD
Earth Observation,2008,2.746104405712603,Denmark,Civil,ESA,million,USD
Space Science and exploration,2008,15.80971536431684,Denmark,Civil,ESA,million,USD
Technology,2008,1.274977045509423,Denmark,Civil,ESA,million,USD
Human Spaceflight,2008,5.688359126118963,Denmark,Civil,ESA,million,USD
Launch vehicles,2008,0.7061411328975266,Denmark,Civil,ESA,million,USD
Internal operations,2009,5.857261521317354,Denmark,Civil,ESA,million,USD
Telecommunications,2009,2.555556778409164,Denmark,Civil,ESA,million,USD
Navigation,2009,2.1451753979347,Denmark,Civil,ESA,million,USD
Earth Observation,2009,2.816708565983823,Denmark,Civil,ESA,million,USD
Meteorology,2009,0.0001865369911247565,Denmark,Civil,ESA,million,USD
Space Science and exploration,2009,11.17356576837291,Denmark,Civil,ESA,million,USD
Technology,2009,0.0001865369911247565,Denmark,Civil,ESA,million,USD
Human Spaceflight,2009,11.93836743198442,Denmark,Civil,ESA,million,USD
Launch vehicles,2009,0.5596109733742696,Denmark,Civil,ESA,million,USD
Space security,2009,0.0001865369911247565,Denmark,Civil,ESA,million,USD
Other,2009,0.0001865369911247565,Denmark,Civil,ESA,million,USD
Internal operations,2010,5.938754372941328,Denmark,Civil,ESA,million,USD
Telecommunications,2010,1.386894733800669,Denmark,Civil,ESA,million,USD
Navigation,2010,0.817912278908087,Denmark,Civil,ESA,million,USD
Earth Observation,2010,13.76226312771434,Denmark,Civil,ESA,million,USD
Space Science and exploration,2010,15.149157861515,Denmark,Civil,ESA,million,USD
Technology,2010,0.6578859634695483,Denmark,Civil,ESA,million,USD
Human Spaceflight,2010,2.649324555593586,Denmark,Civil,ESA,million,USD
Launch vehicles,2010,0.4089561394540435,Denmark,Civil,ESA,million,USD
Internal operations,2011,6.244514512978158,Denmark,Civil,ESA,million,USD
Telecommunications,2011,1.525505558875201,Denmark,Civil,ESA,million,USD
Navigation,2011,0.4163009675318772,Denmark,Civil,ESA,million,USD
Earth Observation,2011,9.852456231587762,Denmark,Civil,ESA,million,USD
Meteorology,2011,0.0001862644150030771,Denmark,Civil,ESA,million,USD
Space Science and exploration,2011,15.68066977703404,Denmark,Civil,ESA,million,USD
Technology,2011,0.5550679567091696,Denmark,Civil,ESA,million,USD
Human Spaceflight,2011,7.077116448041913,Denmark,Civil,ESA,million,USD
Launch vehicles,2011,1.665203870127509,Denmark,Civil,ESA,million,USD
Space security,2011,0.0001862644150030771,Denmark,Civil,ESA,million,USD
Other,2011,0.0001862644150030771,Denmark,Civil,ESA,million,USD
Internal operations,2012,6.542970570788727,Denmark,Civil,ESA,million,USD
Telecommunications,2012,2.019861627393881,Denmark,Civil,ESA,million,USD
Navigation,2012,0.6560234345381837,Denmark,Civil,ESA,million,USD
Earth Observation,2012,7.665115919340883,Denmark,Civil,ESA,million,USD
Space Science and exploration,2012,15.24391296571622,Denmark,Civil,ESA,million,USD
Technology,2012,2.278818246290533,Denmark,Civil,ESA,million,USD
Human Spaceflight,2012,3.193798299725368,Denmark,Civil,ESA,million,USD
Launch vehicles,2012,0.8459249550623948,Denmark,Civil,ESA,million,USD
Internal operations,2013,7.264553678641785,Denmark,Civil,ESA,million,USD
Telecommunications,2013,0.4629372442271726,Denmark,Civil,ESA,million,USD
Earth Observation,2013,5.412804701733094,Denmark,Civil,ESA,million,USD
Meteorology,2013,0.7300164235890029,Denmark,Civil,ESA,million,USD
Space Science and exploration,2013,15.81108741822035,Denmark,Civil,ESA,million,USD
Technology,2013,3.543250446200282,Denmark,Civil,ESA,million,USD
Human Spaceflight,2013,4.237656312541041,Denmark,Civil,ESA,million,USD
Launch vehicles,2013,0.801237538085491,Denmark,Civil,ESA,million,USD
Space security,2013,0.1602475076170982,Denmark,Civil,ESA,million,USD
Internal operations,2014,8.258400450283272,Denmark,Civil,ESA,million,USD
Telecommunications,2014,0.6930998436160071,Denmark,Civil,ESA,million,USD
Navigation,2014,0.1086866078678057,Denmark,Civil,ESA,million,USD
Earth Observation,2014,4.415170726170863,Denmark,Civil,ESA,million,USD
Space Science and exploration,2014,16.03572902967625,Denmark,Civil,ESA,million,USD
Technology,2014,0.9336357790611509,Denmark,Civil,ESA,million,USD
Human Spaceflight,2014,7.481558466178956,Denmark,Civil,ESA,million,USD
Launch vehicles,2014,1.450342603350719,Denmark,Civil,ESA,million,USD
Space security,2014,0.3349685619532373,Denmark,Civil,ESA,million,USD
Internal operations,2015,5.530859910981396,Denmark,Civil,ESA,million,USD
Telecommunications,2015,1.783615617754526,Denmark,Civil,ESA,million,USD
Navigation,2015,0.03715865870321929,Denmark,Civil,ESA,million,USD
Earth Observation,2015,4.661182147731828,Denmark,Civil,ESA,million,USD
Meteorology,2015,0.3864500505134806,Denmark,Civil,ESA,million,USD
Space Science and exploration,2015,11.20705146489094,Denmark,Civil,ESA,million,USD
Technology,2015,1.953059101441206,Denmark,Civil,ESA,million,USD
Human Spaceflight,2015,2.850812295710984,Denmark,Civil,ESA,million,USD
Launch vehicles,2015,1.236640161643138,Denmark,Civil,ESA,million,USD
Space security,2015,0.1099896297615291,Denmark,Civil,ESA,million,USD
Internal operations,2016,5.471609674281267,Denmark,Civil,ESA,million,USD
Telecommunications,2016,2.465938115648933,Denmark,Civil,ESA,million,USD
Navigation,2016,0.01931156355628682,Denmark,Civil,ESA,million,USD
Earth Observation,2016,4.218833884604197,Denmark,Civil,ESA,million,USD
Meteorology,2016,1.099273617819404,Denmark,Civil,ESA,million,USD
Space Science and exploration,2016,13.99345605386322,Denmark,Civil,ESA,million,USD
Technology,2016,1.310215312049614,Denmark,Civil,ESA,million,USD
Human Spaceflight,2016,2.852169386774669,Denmark,Civil,ESA,million,USD
Launch vehicles,2016,0.5793469066886046,Denmark,Civil,ESA,million,USD
Space security,2016,0.594201955578056,Denmark,Civil,ESA,million,USD
Internal operations,2017,5.664183866072038,Denmark,Civil,ESA,million,USD
Telecommunications,2017,2.377745633618476,Denmark,Civil,ESA,million,USD
Navigation,2017,0.4543462994175432,Denmark,Civil,ESA,million,USD
Earth Observation,2017,4.073971818110637,Denmark,Civil,ESA,million,USD
Meteorology,2017,0.5603604359483033,Denmark,Civil,ESA,million,USD
Space Science and exploration,2017,14.94799325083717,Denmark,Civil,ESA,million,USD
Technology,2017,2.256586620440465,Denmark,Civil,ESA,million,USD
Human Spaceflight,2017,2.938106069566779,Denmark,Civil,ESA,million,USD
Launch vehicles,2017,0.4543462994175432,Denmark,Civil,ESA,million,USD
Space security,2017,0.4543462994175432,Denmark,Civil,ESA,million,USD
Internal operations,2018,5.664183866072038,Denmark,Civil,ESA,million,USD
Telecommunications,2018,1.241879885074618,Denmark,Civil,ESA,million,USD
Navigation,2018,0.3331872862395317,Denmark,Civil,ESA,million,USD
Earth Observation,2018,3.740784531871105,Denmark,Civil,ESA,million,USD
Meteorology,2018,0.7875335856570749,Denmark,Civil,ESA,million,USD
Space Science and exploration,2018,14.94799325083717,Denmark,Civil,ESA,million,USD
Technology,2018,3.740784531871105,Denmark,Civil,ESA,million,USD
Human Spaceflight,2018,3.619625518693094,Denmark,Civil,ESA,million,USD
Launch vehicles,2018,0.3331872862395317,Denmark,Civil,ESA,million,USD
Space security,2018,0.2271731497087716,Denmark,Civil,ESA,million,USD
Internal operations,2011,1.946187904442174,Estonia,Civil,ESA,million,USD
Internal operations,2012,1.606076880973,Estonia,Civil,ESA,million,USD
Internal operations,2013,1.712785746436011,Estonia,Civil,ESA,million,USD
Internal operations,2014,0.5306933110088348,Estonia,Civil,ESA,million,USD
Earth Observation,2014,0.2653466555044174,Estonia,Civil,ESA,million,USD
Space Science and exploration,2014,0.6633666387610434,Estonia,Civil,ESA,million,USD
Technology,2014,0.796039966513252,Estonia,Civil,ESA,million,USD
Internal operations,2015,0.6654400388616982,Estonia,Civil,ESA,million,USD
Space Science and exploration,2015,0.7763467120053146,Estonia,Civil,ESA,million,USD
Internal operations,2016,0.7743063045125465,Estonia,Civil,ESA,million,USD
Space Science and exploration,2016,0.2212303727178704,Estonia,Civil,ESA,million,USD
Internal operations,2017,0.7888239423842992,Estonia,Civil,ESA,million,USD
Earth Observation,2017,0.5634456731316423,Estonia,Civil,ESA,million,USD
Space Science and exploration,2017,0.2253782692526569,Estonia,Civil,ESA,million,USD
Technology,2017,1.329731788590676,Estonia,Civil,ESA,million,USD
Internal operations,2018,0.8068542039245118,Estonia,Civil,ESA,million,USD
Earth Observation,2018,0.6648658942953379,Estonia,Civil,ESA,million,USD
Space Science and exploration,2018,0.3842699490757801,Estonia,Civil,ESA,million,USD
Technology,2018,1.126891346263285,Estonia,Civil,ESA,million,USD
Internal operations,1999,3.453667875,Finland,Civil,ESA,million,USD
Telecommunications,1999,2.146874625,Finland,Civil,ESA,million,USD
Navigation,1999,1.026766125,Finland,Civil,ESA,million,USD
Earth Observation,1999,2.80027125,Finland,Civil,ESA,million,USD
Space Science and exploration,1999,5.507200125000002,Finland,Civil,ESA,million,USD
Internal operations,2000,3.422204,Finland,Civil,ESA,million,USD
Telecommunications,2000,2.127316,Finland,Civil,ESA,million,USD
Navigation,2000,1.017412,Finland,Civil,ESA,million,USD
Earth Observation,2000,2.77476,Finland,Civil,ESA,million,USD
Space Science and exploration,2000,5.457028,Finland,Civil,ESA,million,USD
Internal operations,2001,2.90241875,Finland,Civil,ESA,million,USD
Telecommunications,2001,1.80420625,Finland,Civil,ESA,million,USD
Navigation,2001,0.8628812500000002,Finland,Civil,ESA,million,USD
Earth Observation,2001,2.3533125,Finland,Civil,ESA,million,USD
Space Science and exploration,2001,4.628181250000002,Finland,Civil,ESA,million,USD
Internal operations,2002,3.046909704183889,Finland,Civil,ESA,million,USD
